timestamp,mood,description
1760717549.0356832,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717549.1182525,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717549.251496,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717549.3736384,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717549.5052729,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717549.5905807,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717549.6837091,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717549.77307,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717549.9136403,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717550.0509446,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717550.1395814,happy,Camera me 1 person dikh rahe hain. Mood: happy
1760717550.194876,,Camera me kuch clear nahi dikh raha hai.
1760717550.267799,,Camera me kuch clear nahi dikh raha hai.
1760717550.3770914,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717550.5198255,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717550.5819218,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717550.6498508,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717550.757181,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717550.9173782,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717551.0236282,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717551.1878748,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717551.3162904,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717551.4471128,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717551.5616972,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717551.6917355,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717551.8232157,angry,Camera me 2 person dikh rahe hain. Mood: angry
1760717552.0195909,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717552.1783237,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717552.3016214,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717552.4402535,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717552.5729299,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717552.7302184,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717552.8488874,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717552.9983687,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717553.1202052,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717553.2585905,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717553.3360965,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717553.4597056,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717553.5985932,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717553.727172,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717553.8303554,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717554.0155795,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717554.179616,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717554.3432648,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717554.5243843,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717554.6699538,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717554.78881,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717554.9896853,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717555.1335502,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717555.2463887,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717555.3929214,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717555.5318232,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717555.6113458,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717555.7613466,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717555.8872256,happy,Camera me 1 person dikh rahe hain. Mood: happy
1760717555.9568412,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717556.069069,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717556.1436458,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717556.2539363,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717556.340281,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717556.4365823,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717556.5298233,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717556.6690028,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717556.747698,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717556.886726,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717556.9606175,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717557.0907373,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717557.2323465,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717557.348037,happy,Camera me 1 person dikh rahe hain. Mood: happy
1760717557.4821322,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717557.5979202,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717557.6885655,fear,Camera me 1 person dikh rahe hain. Mood: fear
1760717557.7905219,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717557.9549398,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717558.0646753,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717558.1640325,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717558.230711,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717558.3467405,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717558.4318144,fear,Camera me 1 person dikh rahe hain. Mood: fear
1760717558.5385482,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717558.6511464,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717558.7560735,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717558.8811278,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717558.982535,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717559.0652616,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717559.164059,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717559.2745192,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717559.378605,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717559.4638803,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717559.6030126,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717559.718373,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717559.846259,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717560.0029454,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717560.1013284,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717560.1821637,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717560.2852771,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717560.359518,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717560.4698386,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717560.5667553,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717560.6992936,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717560.8150027,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717560.9550073,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717561.101438,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717561.1835122,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717561.2886145,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717561.383987,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717561.4624891,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717561.5694766,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717561.6488059,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717561.7592423,fear,Camera me 1 person dikh rahe hain. Mood: fear
1760717561.8370657,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717561.9747212,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717562.0662007,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717562.1630192,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717562.23905,fear,Camera me 1 person dikh rahe hain. Mood: fear
1760717562.3567677,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717562.426907,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717562.532614,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717562.628875,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717562.7329428,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717562.8110583,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717562.9276998,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717563.0492985,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717563.159869,happy,Camera me 1 person dikh rahe hain. Mood: happy
1760717563.2564077,happy,Camera me 1 person dikh rahe hain. Mood: happy
1760717563.3505526,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717563.4224627,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717563.5402665,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717563.6593413,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717563.7583215,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717563.8961134,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717564.0055473,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717564.1006012,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717564.1916494,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717564.2881472,fear,Camera me 1 person dikh rahe hain. Mood: fear
1760717564.3673892,fear,Camera me 1 person dikh rahe hain. Mood: fear
1760717564.4749537,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717564.5660923,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717564.6584272,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717564.7492926,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717564.8372185,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717564.976674,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717565.0604572,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717565.166053,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717565.2381415,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717565.349408,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717565.428842,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717565.539335,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717565.6199484,fear,Camera me 1 person dikh rahe hain. Mood: fear
1760717565.7216203,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717565.8095603,fear,Camera me 1 person dikh rahe hain. Mood: fear
1760717565.9375687,fear,Camera me 1 person dikh rahe hain. Mood: fear
1760717566.0443838,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717566.1135,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717566.2254782,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717566.3146574,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717566.4072282,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717566.4959779,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717566.5943894,fear,Camera me 1 person dikh rahe hain. Mood: fear
1760717566.6873655,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717566.7745738,happy,Camera me 1 person dikh rahe hain. Mood: happy
1760717566.9032943,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717566.9937434,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717567.089776,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717567.1815677,fear,Camera me 1 person dikh rahe hain. Mood: fear
1760717567.2744439,angry,Camera me 1 person dikh rahe hain. Mood: angry
1760717567.3664627,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717567.4609413,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717567.5564177,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717567.6531692,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717567.7422154,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717567.8402863,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717567.9481924,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717568.068616,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717568.1439948,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717568.2286148,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717568.3307729,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717568.5224705,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717568.6533418,fear,Camera me 1 person dikh rahe hain. Mood: fear
1760717568.778499,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717568.9155269,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717568.988516,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717569.1095245,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717569.2288558,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717569.3393729,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717569.447215,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717569.520186,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717569.6298885,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717569.7240233,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717569.8150024,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717569.9287872,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717570.0685344,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717570.189049,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717570.3184307,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717570.4583101,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717570.6112962,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717570.710711,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717570.8552523,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717571.0275214,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717571.1423638,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717571.257633,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717571.4088013,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717571.5254583,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717571.6508808,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717571.783007,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717571.936253,angry,Camera me 2 person dikh rahe hain. Mood: angry
1760717572.062976,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717572.1911685,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717572.3192582,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717572.4508526,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717572.5584915,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717572.6807146,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717572.8056395,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717572.963903,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717573.0968852,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717573.2159734,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717573.351645,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717573.4496284,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717573.5639591,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717573.6913927,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717573.8161068,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717573.9573886,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717574.0995703,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717574.2332647,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717574.3040257,,Camera me kuch clear nahi dikh raha hai.
1760717574.4241507,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717574.5164785,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717574.6152499,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717574.7088008,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717574.810417,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717574.9255395,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717575.0221045,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717575.1221468,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717575.2508068,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717575.3742254,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717575.494103,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717575.625702,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717575.7510524,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717575.8722992,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717575.9941406,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717576.0897565,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717576.1852388,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717576.2733917,happy,Camera me 1 person dikh rahe hain. Mood: happy
1760717576.3685539,happy,Camera me 1 person dikh rahe hain. Mood: happy
1760717576.4256885,,Camera me kuch clear nahi dikh raha hai.
1760717576.4966629,,Camera me kuch clear nahi dikh raha hai.
1760717576.5486848,,Camera me kuch clear nahi dikh raha hai.
1760717576.6136732,,Camera me kuch clear nahi dikh raha hai.
1760717576.67842,,Camera me kuch clear nahi dikh raha hai.
1760717576.7410483,,Camera me kuch clear nahi dikh raha hai.
1760717576.804437,,Camera me kuch clear nahi dikh raha hai.
1760717576.8950033,,Camera me kuch clear nahi dikh raha hai.
1760717576.95841,,Camera me kuch clear nahi dikh raha hai.
1760717577.0196345,,Camera me kuch clear nahi dikh raha hai.
1760717577.0841558,,Camera me kuch clear nahi dikh raha hai.
1760717577.1440744,,Camera me kuch clear nahi dikh raha hai.
1760717577.2073834,,Camera me kuch clear nahi dikh raha hai.
1760717577.2694497,,Camera me kuch clear nahi dikh raha hai.
1760717577.3324332,,Camera me kuch clear nahi dikh raha hai.
1760717577.3957212,,Camera me kuch clear nahi dikh raha hai.
1760717577.4552398,,Camera me kuch clear nahi dikh raha hai.
1760717577.517733,,Camera me kuch clear nahi dikh raha hai.
1760717577.5822487,,Camera me kuch clear nahi dikh raha hai.
1760717577.644483,,Camera me kuch clear nahi dikh raha hai.
1760717577.7102878,,Camera me kuch clear nahi dikh raha hai.
1760717577.7707176,,Camera me kuch clear nahi dikh raha hai.
1760717577.8636563,,Camera me kuch clear nahi dikh raha hai.
1760717577.9259236,,Camera me kuch clear nahi dikh raha hai.
1760717577.9888518,,Camera me kuch clear nahi dikh raha hai.
1760717578.0515592,,Camera me kuch clear nahi dikh raha hai.
1760717578.1157663,,Camera me kuch clear nahi dikh raha hai.
1760717578.1860027,,Camera me kuch clear nahi dikh raha hai.
1760717578.2400866,,Camera me kuch clear nahi dikh raha hai.
1760717578.3020568,,Camera me kuch clear nahi dikh raha hai.
1760717578.3990402,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717578.45625,,Camera me kuch clear nahi dikh raha hai.
1760717578.5211356,,Camera me kuch clear nahi dikh raha hai.
1760717578.6208987,fear,Camera me 1 person dikh rahe hain. Mood: fear
1760717578.7109983,fear,Camera me 1 person dikh rahe hain. Mood: fear
1760717578.8106544,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717578.936168,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717579.0703864,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717579.1978602,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717579.267713,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717579.373638,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717579.4975598,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717579.6216688,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717579.6861932,,Camera me kuch clear nahi dikh raha hai.
1760717579.7847059,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717579.9007032,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717579.997865,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717580.100243,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717580.21622,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717580.3006241,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717580.4000347,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717580.5031488,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717580.6008186,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717580.6747093,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717580.7831402,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717580.9077039,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717580.997931,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717581.091712,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717581.2177653,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717581.3086033,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717581.4041164,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717581.4909492,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717581.5863369,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717581.680995,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717581.7712004,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717581.891861,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717581.9929466,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717582.050501,,Camera me kuch clear nahi dikh raha hai.
1760717582.1477249,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717582.2378643,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717582.2954745,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717582.3289256,,Camera me kuch clear nahi dikh raha hai.
1760717582.3916461,,Camera me kuch clear nahi dikh raha hai.
1760717582.4210172,,Camera me kuch clear nahi dikh raha hai.
1760717582.4517074,,Camera me kuch clear nahi dikh raha hai.
1760717582.4859684,,Camera me kuch clear nahi dikh raha hai.
1760717582.534689,,Camera me kuch clear nahi dikh raha hai.
1760717582.5950134,,Camera me kuch clear nahi dikh raha hai.
1760717582.6561863,,Camera me kuch clear nahi dikh raha hai.
1760717582.719968,,Camera me kuch clear nahi dikh raha hai.
1760717582.7860048,,Camera me kuch clear nahi dikh raha hai.
1760717582.8730717,,Camera me kuch clear nahi dikh raha hai.
1760717582.9399447,,Camera me kuch clear nahi dikh raha hai.
1760717582.9996862,,Camera me kuch clear nahi dikh raha hai.
1760717583.0591044,,Camera me kuch clear nahi dikh raha hai.
1760717583.1259625,,Camera me kuch clear nahi dikh raha hai.
1760717583.1863205,,Camera me kuch clear nahi dikh raha hai.
1760717583.2500403,,Camera me kuch clear nahi dikh raha hai.
1760717583.2979712,,Camera me kuch clear nahi dikh raha hai.
1760717583.3277373,,Camera me kuch clear nahi dikh raha hai.
1760717583.3592515,,Camera me kuch clear nahi dikh raha hai.
1760717583.3938794,,Camera me kuch clear nahi dikh raha hai.
1760717583.4200141,,Camera me kuch clear nahi dikh raha hai.
1760717583.4529738,,Camera me kuch clear nahi dikh raha hai.
1760717583.483551,,Camera me kuch clear nahi dikh raha hai.
1760717583.5153146,,Camera me kuch clear nahi dikh raha hai.
1760717583.5460277,,Camera me kuch clear nahi dikh raha hai.
1760717583.6085837,,Camera me kuch clear nahi dikh raha hai.
1760717583.6403182,,Camera me kuch clear nahi dikh raha hai.
1760717583.7002244,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717583.7736492,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717583.8738148,,Camera me kuch clear nahi dikh raha hai.
1760717583.9366157,,Camera me kuch clear nahi dikh raha hai.
1760717583.9964187,,Camera me kuch clear nahi dikh raha hai.
1760717584.0636446,,Camera me kuch clear nahi dikh raha hai.
1760717584.1252909,,Camera me kuch clear nahi dikh raha hai.
1760717584.1927044,,Camera me kuch clear nahi dikh raha hai.
1760717584.2469723,,Camera me kuch clear nahi dikh raha hai.
1760717584.3140965,,Camera me kuch clear nahi dikh raha hai.
1760717584.3763866,,Camera me kuch clear nahi dikh raha hai.
1760717584.4356108,,Camera me kuch clear nahi dikh raha hai.
1760717584.503027,,Camera me kuch clear nahi dikh raha hai.
1760717584.561744,,Camera me kuch clear nahi dikh raha hai.
1760717584.6279907,,Camera me kuch clear nahi dikh raha hai.
1760717584.6867652,,Camera me kuch clear nahi dikh raha hai.
1760717584.7889373,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717584.8607845,,Camera me kuch clear nahi dikh raha hai.
1760717584.9250236,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717585.0045233,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717585.0990121,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717585.1929457,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717585.3030453,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717585.3878276,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717585.4920557,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717585.5948544,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717585.6827142,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717585.781878,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717585.90202,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717585.995371,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717586.128689,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717586.256547,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717586.3405015,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717586.4288187,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717586.523755,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717586.5844355,,Camera me kuch clear nahi dikh raha hai.
1760717586.6478045,,Camera me kuch clear nahi dikh raha hai.
1760717586.7111032,,Camera me kuch clear nahi dikh raha hai.
1760717586.8414533,neutral,Camera me 2 person dikh rahe hain. Mood: neutral
1760717586.9636428,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717587.0599494,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717587.120255,,Camera me kuch clear nahi dikh raha hai.
1760717587.1844308,,Camera me kuch clear nahi dikh raha hai.
1760717587.2527723,,Camera me kuch clear nahi dikh raha hai.
1760717587.3106112,,Camera me kuch clear nahi dikh raha hai.
1760717587.373801,,Camera me kuch clear nahi dikh raha hai.
1760717587.435353,,Camera me kuch clear nahi dikh raha hai.
1760717587.5114264,,Camera me kuch clear nahi dikh raha hai.
1760717587.5738518,,Camera me kuch clear nahi dikh raha hai.
1760717587.623297,,Camera me kuch clear nahi dikh raha hai.
1760717587.7021916,,Camera me kuch clear nahi dikh raha hai.
1760717587.7515705,,Camera me kuch clear nahi dikh raha hai.
1760717587.8159332,,Camera me kuch clear nahi dikh raha hai.
1760717587.9107282,,Camera me kuch clear nahi dikh raha hai.
1760717587.9729445,,Camera me kuch clear nahi dikh raha hai.
